0_RfR 0,0_RfR 1,0_RfR 2,0_RfR 3,0_RfR 4,1_RfR 0,1_RfR 1,1_RfR 2,1_RfR 3,1_RfR 4,2_RfR 0,2_RfR 1,2_RfR 2,2_RfR 3,2_RfR 4,3_RfR 0,3_RfR 1,3_RfR 2,3_RfR 3,3_RfR 4,4_RfR 0,4_RfR 1,4_RfR 2,4_RfR 3,4_RfR 4,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.1_DikeIncrease 3,A.1_DikeIncrease 4,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.2_DikeIncrease 3,A.2_DikeIncrease 4,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.3_DikeIncrease 3,A.3_DikeIncrease 4,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.4_DikeIncrease 3,A.4_DikeIncrease 4,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.5_DikeIncrease 3,A.5_DikeIncrease 4,Total_period_Costs_0,Total_period_Costs_1,Expected Annual Damage A4_,Expected Annual Damage A5_,Total Costs,Expected Number of Deaths_
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,3,0,0,5,0,0,0,0,179354255.29318193,11720127.79071724,538619.0276035066,0.0,407375852.15429974,0.013316825146728408
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,1,0,4,0,3,0,0,4,0,7,0,0,6,0,1,0,0,185205408.59583494,7626639.745974308,5814024.901581905,4541777.603828575,498158451.7797834,0.004118951843309336
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,1,5,0,0,0,0,192171873.0470711,13812822.639855493,1002744.9902912651,1936492.6752068396,342973601.3045018,0.09083800488121144
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,2,0,5,0,0,0,0,179856691.49415872,10017216.90074899,770682.0089473858,3872985.350413679,404551546.74956673,0.07332100653110987
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,1,7,5,0,0,0,0,181649847.72489315,14173935.343316548,0.0,0.0,405121536.2813413,0.03740288260514618
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,189776855.4587686,13812822.639855493,1234807.9716351442,0.0,331397047.9274381,0.08800941887951645
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,1,0,0,6,0,0,0,0,193373852.0021981,13812822.639855493,538619.0276035066,0.0,341774961.62173414,0.08736387649789007
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,1,0,5,0,0,0,0,179857497.5024738,10018022.909064073,770682.0089473858,3872985.350413679,403359655.86099654,0.008798520783733185
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,1,0,0,0,5,0,0,0,0,194615911.1590984,19114842.10207834,269309.5138017533,0.0,305215705.9632686,0.010983354433040257
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,1,2,0,5,0,0,0,0,181570602.72044152,10709686.862818705,1895922.0985345836,3852179.484837246,383803108.3673086,0.027317999942060505
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,188505694.64045835,10146644.233242735,1234807.9716351442,0.0,370882312.8337223,0.0694315475116782
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,190854825.3157717,16264368.820947997,3814470.704323703,0.0,310564027.9599025,0.11480779408702235
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,1,0,5,0,0,0,0,192726056.3757994,10017216.90074899,770682.0089473858,3872985.350413679,331624631.6022266,0.07332100653110987
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,3,0,1,0,5,0,0,0,0,179353960.6507282,21450356.39838844,269309.5138017533,0.0,415375175.50222856,0.031882915266353014
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,179354255.29318193,11720127.79071724,1234807.9716351442,0.0,398072258.8271402,0.013413656503972365
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,181745617.63045764,11906143.037047897,1234807.9716351442,0.0,370430194.86182714,0.09238867678417065
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,5,0,2,1,0,5,0,0,0,0,182382989.40880314,44348587.57243739,539850.7929936647,5840336.074223428,375928077.37913084,0.011346845800442314
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,1,0,0,5,0,0,0,0,180935648.2990781,12469750.029757796,2360048.0612223423,0.0,377416667.5939628,0.011186170795751125
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,2,0,5,0,1,0,0,189777768.98395815,13813736.165045055,770682.0089473858,0.0,369228260.5596069,0.010509486875011863
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,1,0,5,0,0,0,0,169830176.01679343,47731313.66312816,0.0,9180376.193492424,361422113.7576416,0.017157334673509092
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,3,1,0,0,5,0,0,0,0,190854825.3157717,25101871.923796173,831929.5585953521,0.0,325247754.4197869,0.11228824455067637
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,3,0,0,0,5,0,0,0,0,180935455.76946568,21306992.615886535,831929.5585953521,0.0,378326872.9292327,0.013791399029831976
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,1,0,6,0,0,0,0,185978132.9583845,10146644.233242735,770682.0089473858,0.0,375367731.2838589,0.06900118592392727
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,3,5,0,1,3,0,5,0,0,0,0,179353514.3284314,11719386.825966718,538619.0276035066,1936492.6752068396,442425123.8877898,0.08747049267400733
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,185981249.7196621,10017216.90074899,1234807.9716351442,0.0,398593859.4634652,0.06766383452771992
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,0,5,0,0,0,0,182994896.91311353,11637736.007180125,0.0,0.0,370717585.62238556,0.010957532737775201
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,2,0,0,5,0,0,0,0,193804820.65110636,12469557.500145335,1663859.1171907042,0.0,306145604.6211076,0.013885882137444952
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,1,0,0,5,0,0,0,0,191666283.97755212,15702251.158639025,538619.0276035066,0.0,316141332.5592242,0.040351938751562684
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,5,0,0,5,0,0,0,0,179857340.26979113,10017865.676381396,538619.0276035066,5809478.025620518,410679923.0313218,0.011422438879920727
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,1,0,0,5,0,0,0,0,192301300.37956482,13942249.972349238,538619.0276035066,5778269.22725587,316244687.6758176,0.0982106905839098
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,191665781.5950675,15701748.776154399,1234807.9716351442,0.0,309357941.5513034,0.11273426113596718
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,179857340.26979113,10017865.676381396,1234807.9716351442,0.0,392472545.1161239,0.010149575179157986
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,1,0,5,0,0,0,0,179974953.92447603,14174235.325620586,0.0,0.0,384523761.0937162,0.015584534418810912
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,3,0,0,0,3,5,0,0,0,0,5,0,0,0,0,172461921.60837406,40552077.997511685,1237631.848336491,0.0,441946858.428195,0.06567648930117398
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,2,0,0,0,0,0,0,0,0,0,5,0,7,0,0,5,0,1,0,0,166579416.4836002,45998240.44245856,538619.0276035066,0.0,441754937.84308696,0.015594651104537874
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,1,0,0,0,5,0,0,0,0,192726056.3757994,19472316.769170757,269309.5138017533,8056781.312945822,335307055.0696131,0.07897817853449983
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,182381791.0439018,10147298.862189505,538619.0276035066,5778269.22725587,382937194.34631455,0.011679765934816991
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,6,0,0,5,0,0,0,0,191491132.19997537,14505658.116849182,1663859.1171907042,5778269.22725587,322920499.46734846,0.014856015564649782
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,1,0,0,5,0,0,0,0,181570881.6924268,10709965.83480394,2360048.0612223423,0.0,371742834.50389737,0.01053914410381504
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,5,0,1,0,0,163630323.0834439,49793953.698439546,538619.0276035066,0.0,431498528.38586986,0.016571239153424108
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,190855355.96536726,16264899.470543528,3814470.704323703,0.0,310566681.2078802,0.04133080587132804
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,174386718.2591569,37894350.20781702,0.0,0.0,407579182.7174127,0.01605319933054064
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,1,0,6,0,0,0,0,187226509.75710636,9877334.719440982,0.0,0.0,376370234.7004175,0.06835564354230089
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,3,0,0,0,0,5,0,5,2,0,5,0,0,0,0,179353514.3284314,11719386.825966718,538619.0276035066,0.0,482462551.9865563,0.08877883431152273
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,180935139.87136364,12469241.602043338,3814470.704323703,0.0,371638673.8714355,0.034006395504681285
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,2,0,5,0,0,0,0,182993994.42917955,11636833.523246143,0.0,0.0,379682836.3517537,0.09131277281479334
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,3,5,0,0,0,0,192302221.1766367,13943170.769421117,1002744.9902912651,1926089.742418623,315384155.99758244,0.011110598172434368
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,194614982.5120983,11906143.037047897,1234807.9716351442,0.0,298699559.7434678,0.09238867678417065
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,4,0,6,0,0,0,0,170176413.0270297,45998240.44245856,538619.0276035066,0.0,366463997.84746444,0.015594651104537874
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,2,0,0,5,0,0,0,0,182381949.6951524,10147457.513440134,538619.0276035066,5778269.22725587,378517822.92951953,0.00934381274785359
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,3,5,0,1,5,0,6,0,0,0,0,167226009.41574833,49792643.487314485,538619.0276035066,0.0,398302421.72492474,0.13731531578334766
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,3,0,0,0,6,0,0,1,0,6,0,0,0,0,158555169.26833275,64480804.94716108,0.0,0.0,432241152.20537794,0.011637342978751004
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,1,5,0,0,0,0,195251314.57679302,10147457.513440134,1002744.9902912651,1926089.742418623,302202497.251223,0.008669128050218784
