0_RfR 0,0_RfR 1,0_RfR 2,0_RfR 3,0_RfR 4,1_RfR 0,1_RfR 1,1_RfR 2,1_RfR 3,1_RfR 4,2_RfR 0,2_RfR 1,2_RfR 2,2_RfR 3,2_RfR 4,3_RfR 0,3_RfR 1,3_RfR 2,3_RfR 3,3_RfR 4,4_RfR 0,4_RfR 1,4_RfR 2,4_RfR 3,4_RfR 4,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.1_DikeIncrease 3,A.1_DikeIncrease 4,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.2_DikeIncrease 3,A.2_DikeIncrease 4,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.3_DikeIncrease 3,A.3_DikeIncrease 4,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.4_DikeIncrease 3,A.4_DikeIncrease 4,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.5_DikeIncrease 3,A.5_DikeIncrease 4,Total_period_Costs_0,Total_period_Costs_1,Expected Annual Damage A4_,Expected Annual Damage A5_,Total Costs,Expected Number of Deaths_,scenario_name
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,1,1,1,0,5,0,0,0,0,190855919.7805625,22932834.069834087,1101239.0723971054,0.0,330295717.3916506,0.0135004110413462,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,192301300.3795648,13942249.972349238,1234807.9716351442,0.0,303685501.2976952,0.0897771318634747,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,4,0,0,0,0,5,0,0,1,0,5,0,0,0,0,184587432.66392896,44347683.73661819,772444.4781079402,3893557.3828156185,367221063.646784,0.0917120567756697,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,3,0,0,5,0,0,0,0,194440416.59841347,10710135.859149974,1663859.1171907042,5778269.22725587,307535014.71605504,0.0094433423295042,good_scen
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,1,0,5,0,0,0,0,153709432.0321941,45997620.87269311,538619.0276035066,5175927.395008057,435642679.6683095,0.049689741840716,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,5,0,7,0,0,5,0,0,0,0,182382085.57298392,44347683.73661819,539850.7929936647,5840336.074223428,376123425.4878803,0.0945570483370192,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,3,0,0,0,5,0,0,0,0,193804026.2328025,21306266.184689675,831929.5585953521,0.0,306592537.66778207,0.0919426601988798,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,2,0,5,0,0,0,0,195251314.57679304,40847457.51344013,770682.0089473858,3852179.484837246,305092982.54568195,0.0090064703990361,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,6,1,0,5,0,0,0,0,165768208.51555416,46560608.798501946,1663239.1658107336,5175927.395008057,371698802.0835453,0.0166626803908452,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,3,0,0,5,0,0,0,0,190854825.3157717,16264368.820947995,1663859.1171907042,0.0,318082849.034213,0.1129181319347628,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,3,0,0,0,0,5,0,0,1,0,5,0,0,0,0,179353514.3284314,11719386.825966718,770682.0089473858,0.0,442479605.5227627,0.0889940151053981,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,3,0,0,5,0,0,0,0,193804026.2328025,12468763.081841497,1663859.1171907042,0.0,307424467.2263774,0.0925725475829663,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,2,0,0,0,0,0,0,1,0,0,7,0,1,1,0,6,0,0,0,0,173099727.93269452,45728675.2528786,0.0,0.0,382101626.6953335,0.0176985872035422,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,1,0,5,0,0,0,0,192301300.3795648,13942249.972349238,770682.0089473858,3852179.484837246,314550660.9147428,0.0953995043437647,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,3,0,0,0,5,0,0,0,0,181746546.2774577,21637581.456229765,269309.5138017533,0.0,379469080.4357794,0.0109833544330402,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,3,0,0,5,0,0,0,0,179354255.29318193,11720127.79071724,538619.0276035066,0.0,407375852.1542997,0.0133168251467284,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,1,0,4,0,3,0,0,4,0,7,0,0,6,0,1,0,0,185205408.5958349,7626639.745974308,5814024.901581905,4541777.603828575,498158451.7797834,0.0041189518433093,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,1,5,0,0,0,0,192171873.0470711,13812822.639855493,1002744.9902912652,1936492.67520684,342973601.3045018,0.0908380048812114,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,2,0,5,0,0,0,0,179856691.49415872,10017216.90074899,770682.0089473858,3872985.350413679,404551546.74956673,0.0733210065311098,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,1,7,5,0,0,0,0,181649847.72489315,14173935.343316548,0.0,0.0,405121536.2813413,0.0374028826051461,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,189776855.4587686,13812822.639855493,1234807.9716351442,0.0,331397047.9274381,0.0880094188795164,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,1,0,0,6,0,0,0,0,193373852.0021981,13812822.639855493,538619.0276035066,0.0,341774961.62173414,0.08736387649789,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,1,0,5,0,0,0,0,179857497.5024738,10018022.909064071,770682.0089473858,3872985.350413679,403359655.8609965,0.0087985207837331,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,1,0,0,0,5,0,0,0,0,194615911.1590984,19114842.10207834,269309.5138017533,0.0,305215705.9632686,0.0109833544330402,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,1,2,0,5,0,0,0,0,181570602.72044152,10709686.862818705,1895922.098534584,3852179.484837246,383803108.3673086,0.0273179999420605,good_scen
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,188505694.64045835,10146644.233242735,1234807.9716351442,0.0,370882312.8337223,0.0694315475116782,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,190854825.3157717,16264368.820947995,3814470.704323703,0.0,310564027.9599025,0.1148077940870223,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,1,0,5,0,0,0,0,192726056.3757994,10017216.90074899,770682.0089473858,3872985.350413679,331624631.6022266,0.0733210065311098,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,3,0,1,0,5,0,0,0,0,179353960.6507282,21450356.39838844,269309.5138017533,0.0,415375175.50222856,0.031882915266353,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,179354255.29318193,11720127.79071724,1234807.9716351442,0.0,398072258.8271402,0.0134136565039723,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,181745617.63045764,11906143.037047897,1234807.9716351442,0.0,370430194.8618272,0.0923886767841706,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,5,0,2,1,0,5,0,0,0,0,182382989.40880316,44348587.57243739,539850.7929936647,5840336.074223428,375928077.3791309,0.0113468458004423,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,1,0,0,5,0,0,0,0,180935648.2990781,12469750.029757796,2360048.0612223423,0.0,377416667.5939628,0.0111861707957511,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,2,0,5,0,1,0,0,189777768.98395813,13813736.165045056,770682.0089473858,0.0,369228260.5596069,0.0105094868750118,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,1,0,5,0,0,0,0,169830176.01679343,47731313.66312816,0.0,9180376.193492424,361422113.7576416,0.017157334673509,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,3,1,0,0,5,0,0,0,0,190854825.3157717,25101871.923796173,831929.5585953521,0.0,325247754.4197869,0.1122882445506763,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,3,0,0,0,5,0,0,0,0,180935455.76946568,21306992.61588653,831929.5585953521,0.0,378326872.9292327,0.0137913990298319,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,1,0,6,0,0,0,0,185978132.9583845,10146644.233242735,770682.0089473858,0.0,375367731.2838589,0.0690011859239272,good_scen
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,3,5,0,1,3,0,5,0,0,0,0,179353514.3284314,11719386.825966718,538619.0276035066,1936492.67520684,442425123.8877898,0.0874704926740073,good_scen
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,185981249.7196621,10017216.90074899,1234807.9716351442,0.0,398593859.4634652,0.0676638345277199,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,0,5,0,0,0,0,182994896.91311356,11637736.007180125,0.0,0.0,370717585.6223856,0.0109575327377752,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,2,0,0,5,0,0,0,0,193804820.6511064,12469557.500145337,1663859.1171907042,0.0,306145604.6211076,0.0138858821374449,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,1,0,0,5,0,0,0,0,191666283.9775521,15702251.158639023,538619.0276035066,0.0,316141332.5592242,0.0403519387515626,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,5,0,0,5,0,0,0,0,179857340.26979113,10017865.676381396,538619.0276035066,5809478.025620518,410679923.0313218,0.0114224388799207,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,1,0,0,5,0,0,0,0,192301300.3795648,13942249.972349238,538619.0276035066,5778269.22725587,316244687.6758176,0.0982106905839098,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,191665781.5950675,15701748.7761544,1234807.9716351442,0.0,309357941.5513034,0.1127342611359671,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,179857340.26979113,10017865.676381396,1234807.9716351442,0.0,392472545.1161239,0.0101495751791579,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,1,0,5,0,0,0,0,179974953.92447603,14174235.325620586,0.0,0.0,384523761.0937162,0.0155845344188109,good_scen
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,3,0,0,0,3,5,0,0,0,0,5,0,0,0,0,172461921.60837406,40552077.997511685,1237631.848336491,0.0,441946858.428195,0.0656764893011739,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,2,0,0,0,0,0,0,0,0,0,5,0,7,0,0,5,0,1,0,0,166579416.4836002,45998240.44245856,538619.0276035066,0.0,441754937.84308696,0.0155946511045378,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,1,0,0,0,5,0,0,0,0,192726056.3757994,19472316.76917076,269309.5138017533,8056781.312945822,335307055.0696131,0.0789781785344998,good_scen
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,182381791.0439018,10147298.862189503,538619.0276035066,5778269.22725587,382937194.34631455,0.0116797659348169,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,6,0,0,5,0,0,0,0,191491132.19997537,14505658.116849182,1663859.1171907042,5778269.22725587,322920499.46734846,0.0148560155646497,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,1,0,0,5,0,0,0,0,181570881.6924268,10709965.83480394,2360048.0612223423,0.0,371742834.50389737,0.010539144103815,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,5,0,1,0,0,163630323.0834439,49793953.698439546,538619.0276035066,0.0,431498528.38586986,0.0165712391534241,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,190855355.9653673,16264899.470543528,3814470.704323703,0.0,310566681.2078802,0.041330805871328,good_scen
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,174386718.2591569,37894350.20781702,0.0,0.0,407579182.7174127,0.0160531993305406,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,1,0,6,0,0,0,0,187226509.7571064,9877334.719440982,0.0,0.0,376370234.7004175,0.0683556435423008,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,3,0,0,0,0,5,0,5,2,0,5,0,0,0,0,179353514.3284314,11719386.825966718,538619.0276035066,0.0,482462551.9865563,0.0887788343115227,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,180935139.87136364,12469241.602043338,3814470.704323703,0.0,371638673.8714355,0.0340063955046812,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,2,0,5,0,0,0,0,182993994.42917955,11636833.523246145,0.0,0.0,379682836.3517537,0.0913127728147933,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,3,5,0,0,0,0,192302221.1766367,13943170.769421116,1002744.9902912652,1926089.742418623,315384155.99758244,0.0111105981724343,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,194614982.5120983,11906143.037047897,1234807.9716351442,0.0,298699559.7434678,0.0923886767841706,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,4,0,6,0,0,0,0,170176413.0270297,45998240.44245856,538619.0276035066,0.0,366463997.8474645,0.0155946511045378,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,2,0,0,5,0,0,0,0,182381949.6951524,10147457.513440134,538619.0276035066,5778269.22725587,378517822.92951953,0.0093438127478535,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,3,5,0,1,5,0,6,0,0,0,0,167226009.41574833,49792643.487314485,538619.0276035066,0.0,398302421.7249248,0.1373153157833476,good_scen
